SeqID,Isolate_Id,Isolate_Name,subtype,Location,lat,lon,Host,Collection_Date
>EPI_ISL_18928989|A/domestic_duck/Czech_Republic/2270-3orig/2024|A_/_H5N1,EPI_ISL_18928989,A/domestic_duck/Czech_Republic/2270-3orig/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Duck,2024-02-05
>EPI_ISL_18933100|A/Chicken/Norway/2024-02-8-37/2024|A_/_H5N1,EPI_ISL_18933100,A/Chicken/Norway/2024-02-8-37/2024,A / H5N1,Europe / Norway / Rogaland Fylke / Lund,,,Gallus gallus,2024-02-18
>EPI_ISL_18933102|A/Chicken/Norway/2024-02-8-40/2024|A_/_H5N1,EPI_ISL_18933102,A/Chicken/Norway/2024-02-8-40/2024,A / H5N1,Europe / Norway / Rogaland Fylke / Lund,,,Gallus gallus,2024-02-18
>EPI_ISL_18933204|A/Chicken/Norway/2024-02-8-57/2024|A_/_H5N1,EPI_ISL_18933204,A/Chicken/Norway/2024-02-8-57/2024,A / H5N1,Europe / Norway / Rogaland Fylke / Lund,,,Gallus gallus,2024-02-18
>EPI_ISL_18937337|A/fox/Germany-BW/2024AI00417/2024|A_/_H5N1,EPI_ISL_18937337,A/fox/Germany-BW/2024AI00417/2024,A / H5N1,Europe / Germany,,,Other mammals,2024-01-01
>EPI_ISL_18937338|A/Great_Cormorant/Germany-SH/2024AI00580/2024|A_/_H5N1,EPI_ISL_18937338,A/Great_Cormorant/Germany-SH/2024AI00580/2024|H5N1|2024-01-15,A / H5N1,Europe / Germany,54,334644, 10,225649,Phalacrocorax carbo,2024-01-15
>EPI_ISL_18937339|A/chicken/Germany-SH/2024AI00169/2024|A_/_H5N1,EPI_ISL_18937339,A/chicken/Germany-SH/2024AI00169/2024,A / H5N1,Europe / Germany,54,29, 10,71,Gallus gallus domesticus,2024-01-09
>EPI_ISL_18937340|A/turkey/Germany-BY/2024AI00164/2024|A_/_H5N1,EPI_ISL_18937340,A/turkey/Germany-BY/2024AI00164/2024,A / H5N1,Europe / Germany,48,65, 10,39,Meleagris gallopavo domesticus,2024-01-06
>EPI_ISL_18937342|A/wild_goose/Germany-NW/2024AI00581/2024|A_/_H5N1,EPI_ISL_18937342,A/wild_goose/Germany-NW/2024AI00581/2024,A / H5N1,Europe / Germany,51,669769, 6,457009,Anatidae,2024-01-12
>EPI_ISL_18937343|A/Barnacle_Goose/Germany-SH/2024AI00604/2024|A_/_H5N1,EPI_ISL_18937343,A/Barnacle_Goose/Germany-SH/2024AI00604/2024|H5N1|2024-01-22,A / H5N1,Europe / Germany,54,662155, 9,602315,Branta leucopsis,2024-01-22
>EPI_ISL_18937344|A/chicken/Germany-BB/2024AI00548/2024|A_/_H5N1,EPI_ISL_18937344,A/chicken/Germany-BB/2024AI00548/2024|H5N1|2024-01-16,A / H5N1,Europe / Germany,51,75, 14,29,Gallus gallus domesticus,2024-01-16
>EPI_ISL_18937345|A/Barnacle_Goose/Germany-SH/2024AI00179/2024|A_/_H5N1,EPI_ISL_18937345,A/Barnacle_Goose/Germany-SH/2024AI00179/2024|H5N1|2024-01-02,A / H5N1,Europe / Germany,54,504863, 9,710155,Branta leucopsis,2024-01-02
>EPI_ISL_18937346|A/chicken/Germany-SH/2024AI00133/2024|A_/_H5N1,EPI_ISL_18937346,A/chicken/Germany-SH/2024AI00133/2024,A / H5N1,Europe / Germany,54,29, 10,71,Gallus gallus domesticus,2024-01-04
>EPI_ISL_18937347|A/egret/Germany-HE/2024AI01153/2024|A_/_H5N1,EPI_ISL_18937347,A/egret/Germany-HE/2024AI01153/2024,A / H5N1,Europe / Germany,51,153886, 9,374213,Ardeidae,2024-02-07
>EPI_ISL_18937348|A/Bean_goose/Germany-MV/2024AI01149/2024|A_/_H5N1,EPI_ISL_18937348,A/Bean_goose/Germany-MV/2024AI01149/2024|H5N1|2024-02-06,A / H5N1,Europe / Germany,53,576347, 11,6418,Anser fabalis,2024-02-06
>EPI_ISL_18937349|A/Common_Buzzard/Germany-BW/2024AI01148/2024|A_/_H5N1,EPI_ISL_18937349,A/Common_Buzzard/Germany-BW/2024AI01148/2024|H5N1|2024-02-06,A / H5N1,Europe / Germany,48,525012, 10,273668,Buteo buteo,2024-02-06
>EPI_ISL_18937350|A/Turkey/Germany-NW/2024AI01054/2024|A_/_H5N1,EPI_ISL_18937350,A/Turkey/Germany-NW/2024AI01054/2024,A / H5N1,Europe / Germany,50,958037, 6,973232,Meleagris gallopavo domesticus,2024-02-09
>EPI_ISL_18937351|A/Barnacle_Goose/Germany-SH/2024AI00941/2024|A_/_H5N1,EPI_ISL_18937351,A/Barnacle_Goose/Germany-SH/2024AI00941/2024|H5N1|2024-01-31,A / H5N1,Europe / Germany,54,428717, 10,368497,Branta leucopsis,2024-01-31
>EPI_ISL_18937352|A/chicken/Germany-HE/2024AI00792/2024|A_/_H5N1,EPI_ISL_18937352,A/chicken/Germany-HE/2024AI00792/2024,A / H5N1,Europe / Germany,51,23, 9,45,Gallus gallus domesticus,2024-01-30
>EPI_ISL_18946733|A/chicken/Czech_Republic/2648-orig/2024|A_/_H5N1,EPI_ISL_18946733,A/chicken/Czech_Republic/2648-orig/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-09
>EPI_ISL_18946734|A/chicken/Czech_Republic/2648-1/2024|A_/_H5N1,EPI_ISL_18946734,A/chicken/Czech_Republic/2648-1/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-09
>EPI_ISL_18946735|A/chicken/Czech_Republic/2648-n4/2024|A_/_H5N1,EPI_ISL_18946735,A/chicken/Czech_Republic/2648-n4/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-09
>EPI_ISL_18946736|A/chicken/Czech_Republic/2648-2/2024|A_/_H5N1,EPI_ISL_18946736,A/chicken/Czech_Republic/2648-2/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-09
>EPI_ISL_18946737|A/domestic_duck/Czech_Republic/2648-k1/2024|A_/_H5N1,EPI_ISL_18946737,A/domestic_duck/Czech_Republic/2648-k1/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Duck,2024-02-09
>EPI_ISL_18946738|A/domestic_duck/Czech_Republic/2648-k2/2024|A_/_H5N1,EPI_ISL_18946738,A/domestic_duck/Czech_Republic/2648-k2/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Duck,2024-02-09
>EPI_ISL_18946739|A/chicken/Czech_Republic/2648-3/2024|A_/_H5N1,EPI_ISL_18946739,A/chicken/Czech_Republic/2648-3/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-09
>EPI_ISL_18946740|A/chicken/Czech_Republic/2648-n5/2024|A_/_H5N1,EPI_ISL_18946740,A/chicken/Czech_Republic/2648-n5/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-09
>EPI_ISL_18946741|A/domestic_duck/Czech_Republic/2648-k3/2024|A_/_H5N1,EPI_ISL_18946741,A/domestic_duck/Czech_Republic/2648-k3/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Duck,2024-02-09
>EPI_ISL_18946742|A/chicken/Czech_Republic/3137-2/2024|A_/_H5N1,EPI_ISL_18946742,A/chicken/Czech_Republic/3137-2/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-19
>EPI_ISL_18946743|A/chicken/Czech_Republic/3137-3/2024|A_/_H5N1,EPI_ISL_18946743,A/chicken/Czech_Republic/3137-3/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-19
>EPI_ISL_18953067|A/chicken/Denmark/00999-6/2024|A_/_H5N1,EPI_ISL_18953067,A/chicken/Denmark/00999-6/2024,A / H5N1,Europe / Denmark,,,Gallus gallus,2024-02-04
>EPI_ISL_18953068|A/chicken/Denmark/01099-1/2024|A_/_H5N1,EPI_ISL_18953068,A/chicken/Denmark/01099-1/2024,A / H5N1,Europe / Denmark,,,Gallus gallus,2024-02-07
>EPI_ISL_18953069|A/chicken/Denmark/01091-2/2024|A_/_H5N1,EPI_ISL_18953069,A/chicken/Denmark/01091-2/2024,A / H5N1,Europe / Denmark,,,Gallus gallus,2024-02-07
>EPI_ISL_18992914|A/turkey/Denmark/08382-1/2023|A_/_H5N1,EPI_ISL_18992914,A/turkey/Denmark/08382-1/2023,A / H5N1,Europe / Denmark,,,Turkey,2023-11-04
>EPI_ISL_18992915|A/turkey/Denmark/08382-12/2023|A_/_H5N1,EPI_ISL_18992915,A/turkey/Denmark/08382-12/2023,A / H5N1,Europe / Denmark,,,Turkey,2023-11-04
>EPI_ISL_19000790|A/Eurasian_goshawk_/Sweden/SVA240209SZ0230/FB000499/K-2024|A_/_H5N1,EPI_ISL_19000790,A/Eurasian_goshawk_/Sweden/SVA240209SZ0230/FB000499/K-2024,A / H5N1,Europe / Sweden / Blekinge Lan / Karlskrona Kommun,,,Other avian,2024-02-09
>EPI_ISL_19000792|A/Canadagoose/Sweden/SVA240212SZ0129/FB000502/AB-2024|A_/_H5N1,EPI_ISL_19000792,A/Canadagoose/Sweden/SVA240212SZ0129/FB000502/AB-2024,A / H5N1,Europe / Sweden / Stockholms Lan / Stockholms Kommun,59,250002, 18,030003,Branta canadensis,2024-02-06
>EPI_ISL_19000795|A/Muteswan/Sweden/SVA240221SZ0306/FB000690/H-2024|A_/_H5N1,EPI_ISL_19000795,A/Muteswan/Sweden/SVA240221SZ0306/FB000690/H-2024,A / H5N1,Europe / Sweden / Kalmar Lan / Kalmar Kommun,56,656790, 16,348262,Cygnus olor,2024-02-16
>EPI_ISL_19001972|A/Pheasant/Sweden/SVA240316SZ0001/FB057666/M-2024|A_/_H5N1,EPI_ISL_19001972,A/Pheasant/Sweden/SVA240316SZ0001/FB057666/M-2024,A / H5N1,Europe / Sweden / Skane Lan / Svedala Kommun,,,Phasanius colchicus,2024-03-15
>EPI_ISL_19014079|A/chicken/Germany-MV/2024AI00860/2024|A_/_H5N1,EPI_ISL_19014079,A/chicken/Germany-MV/2024AI00860/2024,A / H5N1,Europe / Germany,,,Avian,2024-02-02
>EPI_ISL_19014080|A/chicken/Germany-MV/2024AI00899/2024|A_/_H5N1,EPI_ISL_19014080,A/chicken/Germany-MV/2024AI00899/2024,A / H5N1,Europe / Germany,,,Avian,2024-02-02
>EPI_ISL_19014081|A/chicken/Germany-SN/2024AI01300/2024|A_/_H5N1,EPI_ISL_19014081,A/chicken/Germany-SN/2024AI01300/2024,A / H5N1,Europe / Germany,51,459338, 13,183883,Gallus gallus domesticus,2024-02-27
>EPI_ISL_19014086|A/swan/Germany-HE/2024AI01282/2024|A_/_H5N1,EPI_ISL_19014086,A/swan/Germany-HE/2024AI01282/2024,A / H5N1,Europe / Germany,51,312199, 9,50451,Cygnus,2024-02-19
>EPI_ISL_19030162|A/Common_Buzzard/Germany-HH/2024AI01435/2024|A_/_H5N1,EPI_ISL_19030162,A/Common_Buzzard/Germany-HH/2024AI01435/2024,A / H5N1,Europe / Germany,,,Avian,2024-02-28
>EPI_ISL_19033331|A/domestic_duck/Poland/H60-T4/2024|A_/_H5N1,EPI_ISL_19033331,A/domestic_duck/Poland/H60-T4/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Duck,2024-02-15
>EPI_ISL_19033332|A/turkey/Poland/H68-T2/2024|A_/_H5N1,EPI_ISL_19033332,A/turkey/Poland/H68-T2/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship,,,Turkey,2024-02-23
>EPI_ISL_19033333|A/domestic_duck/Poland/H69-T2/2024|A_/_H5N1,EPI_ISL_19033333,A/domestic_duck/Poland/H69-T2/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Duck,2024-02-23
>EPI_ISL_19033334|A/turkey/Poland/H75-T1/2024|A_/_H5N1,EPI_ISL_19033334,A/turkey/Poland/H75-T1/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Turkey,2024-02-26
>EPI_ISL_19033335|A/turkey/Poland/H80-T3/2024|A_/_H5N1,EPI_ISL_19033335,A/turkey/Poland/H80-T3/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Turkey,2024-02-23
>EPI_ISL_19033336|A/turkey/Poland/H81-T1/2024|A_/_H5N1,EPI_ISL_19033336,A/turkey/Poland/H81-T1/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Turkey,2024-02-27
>EPI_ISL_19033337|A/chicken/Poland/H79-T2/2024|A_/_H5N1,EPI_ISL_19033337,A/chicken/Poland/H79-T2/2024,A / H5N1,Europe / Poland / West Pomeranian Voivodeship/Koszalinski region/Bielkowo 42/54°18'52.2"N 16°17'54.2"E,54,314500, 16,298389,Gallus gallus domesticus,2024-02-28
>EPI_ISL_19033339|A/buzzard/Poland/MB098-N/2024|A_/_H5N1,EPI_ISL_19033339,A/buzzard/Poland/MB098-N/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship/Zlotowski region/Slawianowskie Wielkie Lake/53°15'13.1"N 17°05'59.0"E,53,253639, 17,099722,Buteo buteo,2024-03-03
>EPI_ISL_19033340|A/buzzard/Poland/MB103-N/2024|A_/_H5N1,EPI_ISL_19033340,A/buzzard/Poland/MB103-N/2024,A / H5N1,Europe / Poland / West Pomeranian Voivodeship/Slawienski region/Gleznowko/54°19'31.2"N 16°17'47.9"E,54,325333, 16,296639,Buteo buteo,2024-03-04
>EPI_ISL_19033546|A/turkey/Poland/H38-T4/2024|A_/_H5N1,EPI_ISL_19033546,A/turkey/Poland/H38-T4/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Turkey,2024-02-07
>EPI_ISL_19033547|A/turkey/Poland/H40-T2/2024|A_/_H5N1,EPI_ISL_19033547,A/turkey/Poland/H40-T2/2024,A / H5N1,Europe / Poland / Lubusz Voivodeship,,,Turkey,2024-02-08
>EPI_ISL_19033548|A/turkey/Poland/H43-T2/2024|A_/_H5N1,EPI_ISL_19033548,A/turkey/Poland/H43-T2/2024,A / H5N1,Europe / Poland / Opole Voivodeship,,,Turkey,2024-02-11
>EPI_ISL_19033549|A/chicken/Poland/H45-NM/2024|A_/_H5N1,EPI_ISL_19033549,A/chicken/Poland/H45-NM/2024,A / H5N1,Europe / Poland / Lubusz Voivodeship,,,Chicken,2024-02-12
>EPI_ISL_19033550|A/turkey/Poland/H47-T4/2024|A_/_H5N1,EPI_ISL_19033550,A/turkey/Poland/H47-T4/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Turkey,2024-02-13
>EPI_ISL_19033551|A/domestic_goose/Poland/H48-D1/2024|A_/_H5N1,EPI_ISL_19033551,A/domestic_goose/Poland/H48-D1/2024,A / H5N1,Europe / Poland / Opole Voivodeship,,,Goose,2024-02-13
>EPI_ISL_19033553|A/domestic_goose/Poland/H49-W/2024|A_/_H5N1,EPI_ISL_19033553,A/domestic_goose/Poland/H49-W/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship,,,Goose,2024-02-13
>EPI_ISL_19033554|A/domestic_duck/Poland/H52-T1K2/2024|A_/_H5N1,EPI_ISL_19033554,A/domestic_duck/Poland/H52-T1K2/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship,,,Duck,2024-02-16
>EPI_ISL_19033555|A/domestic_duck/Poland/H57-T1/2024|A_/_H5N1,EPI_ISL_19033555,A/domestic_duck/Poland/H57-T1/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Duck,2024-02-15
>EPI_ISL_19033556|A/turkey/Poland/H63-N/2024|A_/_H5N1,EPI_ISL_19033556,A/turkey/Poland/H63-N/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Turkey,2024-02-19
>EPI_ISL_19033558|A/domestic_duck/Poland/H66-T1/2024|A_/_H5N1,EPI_ISL_19033558,A/domestic_duck/Poland/H66-T1/2024,A / H5N1,Europe / Poland / Warmian-Masurian Voivodeship,,,Duck,2024-02-20
>EPI_ISL_19033559|A/mute_swan/Poland/MB055-L1/2024|A_/_H5N1,EPI_ISL_19033559,A/mute_swan/Poland/MB055-L1/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship,,,Swan,2024-02-01
>EPI_ISL_19033560|A/mute_swan/Poland/MB055-L2/2024|A_/_H5N1,EPI_ISL_19033560,A/mute_swan/Poland/MB055-L2/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship,,,Swan,2024-02-01
>EPI_ISL_19033561|A/mute_swan/Poland/MB055-L4/2024|A_/_H5N1,EPI_ISL_19033561,A/mute_swan/Poland/MB055-L4/2024,A / H5N1,Europe / Poland / Greater Poland Voivodeship,,,Swan,2024-02-01
>EPI_ISL_19033563|A/turkey/Poland/H543-NM/2023|A_/_H5N1,EPI_ISL_19033563,A/turkey/Poland/H543-NM/2023,A / H5N1,Europe / Poland / West Pomeranian Voivodeship/Goleniowski region/Ininka 6/53°33'33.5"N 14°45'32.9"E,53,559306, 14,759139,Meleagris gallopavo,2023-12-06
>EPI_ISL_19044791|A/chicken/Czech_Republic/3137-1/2024|A_/_H5N1,EPI_ISL_19044791,A/chicken/Czech_Republic/3137-1/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-20
>EPI_ISL_19044792|A/chicken/Czech_Republic/3137-4/2024|A_/_H5N1,EPI_ISL_19044792,A/chicken/Czech_Republic/3137-4/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-20
>EPI_ISL_19044793|A/chicken/Czech_Republic/3137-5/2024|A_/_H5N1,EPI_ISL_19044793,A/chicken/Czech_Republic/3137-5/2024,A / H5N1,Europe / Czech Republic / Stredocesky Kraj / Okres Rakovnik / Hredle,,,Chicken,2024-02-20
>EPI_ISL_19053265|A/Northern_Fulmar/Netherlands/4/2024|A_/_H5N1,EPI_ISL_19053265,A/Northern_Fulmar/Netherlands/4/2024,A / H5N1,Europe / Netherlands / Provincie Zeeland / Zeeland, Zierikzee,,,Avian,2024-02-07
>EPI_ISL_19081847|A/Buzzard/Norway/2024-07-136/2024|A_/_H5N1,EPI_ISL_19081847,A/Buzzard/Norway/2024-07-136/2024,A / H5N1,Europe / Norway / Rogaland Fylke / Sandnes,,,Buteo buteo,2024-04-09
>EPI_ISL_19090717|A/Tyto_alba/Slovakia/Vh-2014/2023|A_/_H5N1,EPI_ISL_19090717,A/Tyto_alba/Slovakia/Vh-2014/2023 ,A / H5N1,Europe / Slovakia / Trenciansky Kraj / Precin,49,0839908, 18,5388761,Tyto alba,2023-12-15
>EPI_ISL_19090722|A/Anser_anser/Slovakia/Vh-32/2024|A_/_H5N1,EPI_ISL_19090722,A/Anser_anser/Slovakia/Vh-32/2024,A / H5N1,Europe / Slovakia / Presovsky Kraj / Gerlachov,,,Goose,2024-01-16
>EPI_ISL_19090725|A/mute_swan/Slovakia/Vh-168/2024|A_/_H5N1,EPI_ISL_19090725,A/mute_swan/Slovakia/Vh-168/2024,A / H5N1,Europe / Slovakia / Bratislavsky Kraj / Vysoka pri Morave,,,Swan,2024-01-31
